DATE AQI PM2p5 PM10 SO2 CO NO2 O3_8h DAYS HOLI
20131202 142 109 138 61 2.6 88 11 1 0
20131203 86 64 86 38 1.6 54 45 2 0
20131204 109 82 101 42 2 62 23 3 0
20131205 56 39 56 30 1.2 38 52 4 0
20131206 169 128 162 48 2.5 78 15 5 0
20131207 291 241 285 64 4.2 98 6 6 1
20131208 223 173 189 47 2.9 60 41 7 1
20131209 26 11 16 10 0.6 22 51 1 0
20131210 45 21 45 14 1 29 52 2 0
20131211 30 19 30 15 0.7 30 45 3 0
20131212 29 16 29 11 0.8 25 56 4 0
20131213 66 48 63 29 1.3 45 29 5 0
20131214 56 40 48 29 1.2 41 46 6 1
20131215 64 46 55 31 1.5 49 31 7 1
20131216 134 102 126 59 2.5 70 10 1 0
20131217 80 59 41 35 1.4 39 42 2 0
20131218 45 29 45 22 0.9 32 43 3 0
20131219 63 45 60 30 1.2 50 35 4 0
20131220 45 30 45 28 1.1 46 47 5 0
20131221 82 61 81 43 1.6 69 30 6 1
20131222 179 135 178 67 2.8 95 14 7 1
20131223 166 126 166 62 2.9 90 30 1 0
20131224 269 219 268 94 4.8 123 10 2 0
20131225 219 169 219 65 3.3 94 54 3 0
20131226 30 10 20 9 0.4 21 59 4 0
20131227 23 16 21 19 0.6 34 40 5 0
20131228 31 11 18 11 0.3 21 61 6 1
20131229 78 58 87 48 1.7 76 30 7 1
20131230 67 43 84 28 1.1 53 59 1 0
20131231 99 50 148 23 1.2 49 63 2 0
20140101 81 45 111 28 1.5 62 52 3 1
20140102 145 111 168 69 3.4 93 14 4 0
20140103 74 47 98 29 1.3 52 56 5 0
20140104 149 114 147 40 2.8 75 14 6 1
20140105 119 91 117 36 2.3 67 44 7 1
20140106 182 138 158 46 2.4 68 12 1 0
20140107 145 111 125 34 2 60 43 2 0
20140108 27 15 25 13 0.5 21 53 3 0
20140109 46 27 46 19 0.8 35 53 4 0
20140110 85 63 94 53 1.9 71 19 5 0
20140111 139 106 128 76 2.8 90 11 6 1
20140112 47 27 47 27 0.7 39 59 7 1
20140113 109 82 107 67 2.3 78 20 1 0
20140114 108 82 108 68 2.4 74 24 2 0
20140115 125 95 117 66 2.7 84 18 3 0
20140116 402 353 384 109 4.6 123 20 4 0
20140117 215 165 194 67 2.4 76 30 5 0
20140118 99 74 81 42 1.5 61 36 6 1
20140119 151 115 186 71 2.5 72 41 7 1
20140120 35 8 35 6 0.3 15 65 1 0
20140121 26 18 25 27 0.7 34 50 2 0
20140122 150 115 138 75 2.2 93 16 3 0
20140123 271 221 263 118 4 125 8 4 0
20140124 197 148 168 79 2.8 92 23 5 0
20140125 42 24 42 24 1 42 61 6 1
20140126 72 53 81 45 1 47 44 7 0
20140127 118 89 120 57 1.8 60 56 1 0
20140128 62 40 75 28 0.9 38 56 2 0
20140129 155 118 141 71 2.3 75 32 3 0
20140130 96 72 97 39 1.2 46 68 4 0
20140131 190 143 182 63 1.4 48 38 5 1
20140201 179 135 146 52 2 57 12 6 1
20140202 89 66 97 19 1.2 31 73 7 1
20140203 37 5 32 5 0.3 8 73 1 1
20140204 40 27 40 19 0.6 21 68 2 1
20140205 117 88 102 53 1.6 49 42 3 1
20140206 157 120 130 66 2 64 39 4 1
20140207 133 102 67 33 1.6 59 30 5 0
20140208 90 67 40 23 1.2 36 66 6 0
20140209 33 9 16 16 0.5 18 65 7 1
20140210 35 24 28 26 0.7 38 55 1 0
20140211 129 98 111 58 2.1 77 37 2 0
20140212 146 111 116 53 2.2 77 47 3 0
20140213 238 188 173 73 2.8 84 24 4 0
20140214 315 265 295 73 3.1 95 27 5 0
20140215 428 393 449 100 3.8 110 25 6 1
20140216 346 296 204 79 3.2 88 60 7 1
20140217 138 105 52 67 2.1 72 56 1 0
20140218 95 71 84 38 1.1 61 44 2 0
20140219 87 64 72 34 1.2 60 64 3 0
20140220 214 164 175 45 2.2 79 30 4 0
20140221 309 259 284 78 2.7 101 26 5 0
20140222 313 263 300 102 3.4 102 18 6 1
20140223 261 211 246 130 3.6 92 14 7 1
20140224 310 260 327 133 4.7 119 19 1 0
20140225 403 354 389 78 5.2 122 13 2 0
20140226 366 316 250 81 3.7 106 18 3 0
20140227 35 16 24 13 0.5 25 70 4 0
20140228 103 78 102 33 1.5 71 47 5 0
20140301 54 38 57 23 0.8 48 70 6 1
20140302 178 135 165 60 2.6 93 40 7 1
20140303 268 218 248 96 4.2 102 18 1 0
20140304 77 57 78 27 1.3 40 74 2 0
20140305 35 20 35 16 0.8 35 66 3 0
20140306 39 16 28 14 0.6 29 77 4 0
20140307 66 48 72 26 1.1 53 65 5 0
20140308 172 131 166 68 2.3 92 38 6 1
20140309 124 94 118 45 1.6 68 72 7 1
20140310 107 81 101 53 1.7 72 45 1 0
20140311 205 155 196 76 2.4 80 68 2 0
20140312 41 11 23 9 0.4 26 82 3 0
20140313 62 20 75 14 0.6 37 77 4 0
20140314 64 21 79 13 0.5 31 86 5 0
20140315 124 94 173 43 1.5 89 61 6 1
20140316 148 113 198 76 2.1 72 97 7 1
20140317 145 83 241 27 1.2 50 82 1 0
20140318 87 37 124 17 0.6 36 91 2 0
20140319 72 46 93 17 0.8 46 78 3 0
20140320 44 10 27 5 0.4 23 87 4 0
20140321 57 25 64 11 0.6 43 92 5 0
20140322 82 47 115 16 0.8 53 96 6 1
20140323 177 134 183 44 1.6 69 146 7 1
20140324 270 220 249 53 2 93 115 1 0
20140325 250 200 237 43 1.6 92 159 2 0
20140326 319 269 318 43 2 111 137 3 0
20140327 299 249 300 34 2.4 107 86 4 0
20140328 168 128 171 25 1.7 66 90 5 0
20140329 63 39 76 7 0.6 37 95 6 1
20140330 64 31 78 8 0.5 58 92 7 1
20140331 176 133 183 35 1.8 81 89 1 0
20140401 137 104 117 17 0.9 60 125 2 0
20140402 130 99 159 21 1 58 135 3 0
20140403 65 23 80 6 0.5 36 93 4 0
20140404 91 32 132 8 0.6 40 100 5 0
20140405 65 22 80 6 0.4 29 100 6 1
20140406 96 53 143 12 0.7 58 109 7 1
20140407 128 97 176 20 0.8 62 144 1 1
20140408 224 174 237 38 1.5 82 184 2 0
20140409 159 121 239 19 0.9 50 145 3 0
20140410 251 87 386 27 1.3 52 94 4 0
20140411 81 60 112 17 1 60 94 5 0
20140412 131 100 136 25 1.4 75 136 6 1
20140413 207 157 190 25 1.3 71 194 7 1
20140414 279 229 263 33 1.9 79 188 1 0
20140415 120 91 142 16 1 61 130 2 0
20140416 82 51 113 12 0.7 68 80 3 0
20140417 120 91 124 19 1.4 71 101 4 0
20140418 183 138 124 17 1.5 65 115 5 0
20140419 83 61 84 15 0.8 65 87 6 1
20140420 81 60 80 7 0.6 54 99 7 1
20140421 67 48 79 7 0.6 56 107 1 0
20140422 86 58 101 9 0.6 54 143 2 0
20140423 151 116 147 21 0.9 41 145 3 0
20140424 151 115 133 19 0.9 47 140 4 0
20140425 171 129 190 20 1 69 153 5 0
20140426 66 37 82 4 0.4 28 86 6 1
20140427 73 51 93 6 0.6 48 127 7 1
20140428 84 61 98 8 0.7 49 141 1 0
20140429 118 89 143 17 0.9 68 175 2 0
20140430 136 103 158 19 1 67 200 3 0
20140501 159 121 186 19 0.8 41 161 4 1
20140502 48 23 46 3 0.3 21 95 5 1
20140503 89 38 127 6 0.4 43 93 6 1
20140504 55 26 59 3 0.3 17 87 7 0
20140505 51 23 53 4 0.4 36 99 1 0
20140506 99 74 124 27 0.9 61 117 2 0
20140507 85 63 102 12 0.9 45 103 3 0
20140508 99 74 107 16 1 46 157 4 0
20140509 83 61 106 33 1.3 52 119 5 0
20140510 69 50 87 27 1.2 50 107 6 1
20140511 46 24 20 3 0.8 29 92 7 1
20140512 77 34 68 7 0.6 44 132 1 0
20140513 87 52 124 10 0.7 57 109 2 0
20140514 56 17 63 7 0.3 26 94 3 0
20140515 115 59 181 7 0.5 61 107 4 0
20140516 86 45 121 10 0.6 49 128 5 0
20140517 122 56 120 25 1 60 184 6 1
20140518 171 77 142 23 0.9 56 236 7 1
20140519 145 106 158 15 1 45 210 1 0
20140520 105 79 130 9 0.9 46 157 2 0
20140521 169 107 168 25 1.5 53 234 3 0
20140522 180 136 196 37 1.4 61 202 4 0
20140523 140 81 156 20 0.8 55 204 5 0
20140524 101 76 80 6 1 46 143 6 1
20140525 88 65 114 2 0.7 29 95 7 1
20140526 76 22 77 5 0.4 55 131 1 0
20140527 97 35 145 4 0.4 42 103 2 0
20140528 115 30 87 8 0.6 55 176 3 0
20140529 119 42 115 10 0.7 60 181 4 0
20140530 205 84 171 37 1.6 53 294 5 0
20140531 195 114 215 45 2.1 58 260 6 1
20140601 164 44 55 2 0.6 26 229 7 1
20140602 93 26 43 2 0.4 26 152 1 1
20140603 117 33 61 13 0.6 41 179 2 0
20140604 123 53 89 9 0.8 45 185 3 0
20140605 143 58 93 11 0.8 41 207 4 0
20140606 67 49 71 12 1.1 39 75 5 0
20140607 50 9 26 2 0.3 27 100 6 1
20140608 63 27 58 7 0.7 54 116 7 1
20140609 82 27 53 6 0.6 43 138 1 0
20140610 89 67 85 6 1.2 42 115 2 0
20140611 71 40 41 3 0.7 32 125 3 0
20140612 86 24 56 6 0.5 39 143 4 0
20140613 117 48 84 8 0.9 41 179 5 0
20140614 159 38 68 3 0.6 38 224 6 1
20140615 176 101 145 14 1.2 49 241 7 1
20140616 165 126 149 3 1 41 203 1 0
20140617 116 88 107 3 0.9 35 170 2 0
20140618 115 61 72 4 0.7 36 176 3 0
20140619 158 121 132 5 1.2 45 159 4 0
20140620 86 44 38 2 0.8 27 143 5 0
20140621 95 65 63 5 1 34 154 6 1
20140622 89 29 41 2 0.6 31 147 7 1
20140623 111 23 44 2 0.5 38 172 1 0
20140624 158 49 87 6 0.7 52 223 2 0
20140625 134 102 125 10 1.2 48 170 3 0
20140626 167 127 51 4 1.1 33 207 4 0
20140627 74 19 40 3 0.4 34 129 5 0
20140628 67 19 45 5 0.4 42 120 6 1
20140629 154 42 84 11 1 52 219 7 1
20140630 179 73 120 15 1.2 53 244 1 0
20140701 117 89 136 17 1 49 160 2 0
20140702 77 55 57 3 0.9 28 132 3 0
20140703 240 190 103 5 1.3 40 164 4 0
20140704 238 188 128 4 1.3 40 199 5 0
20140705 163 124 100 4 1.1 38 188 6 1
20140706 252 202 155 8 1.4 36 206 7 1
20140707 215 165 185 9 1.2 41 195 1 0
20140708 138 106 123 9 0.9 40 154 2 0
20140709 60 25 69 6 0.6 55 107 3 0
20140710 113 27 80 8 0.5 40 174 4 0
20140711 81 28 67 5 0.5 40 137 5 0
20140712 78 12 35 2 0.3 31 134 6 1
20140713 63 16 52 3 0.4 40 115 7 1
20140714 154 26 64 4 0.5 43 219 1 0
20140715 140 50 106 7 0.6 28 204 2 0
20140716 114 86 111 4 0.8 42 170 3 0
20140717 175 132 135 4 1.8 41 139 4 0
20140718 188 142 107 7 1.7 38 209 5 0
20140719 109 82 102 3 0.8 33 168 6 1
20140720 118 67 91 4 0.7 26 180 7 1
20140721 83 26 43 5 0.5 24 140 1 0
20140722 39 12 37 7 0.5 40 78 2 0
20140723 62 26 74 6 0.7 59 84 3 0
20140724 82 61 112 6 1 68 110 4 0
20140725 133 64 91 7 1.2 43 196 5 0
20140726 192 94 135 10 1.2 41 257 6 1
20140727 197 107 154 18 1 35 262 7 1
20140728 160 122 156 9 0.9 33 218 1 0
20140729 165 125 149 5 0.8 28 191 2 0
20140730 157 120 68 3 1.4 28 170 3 0
20140731 245 195 76 3 1.6 36 209 4 0
20140801 200 150 128 3 1.3 35 198 5 0
20140802 163 124 132 3 1.1 39 220 6 1
20140803 145 111 139 2 1 39 174 7 1
20140804 46 31 43 3 0.6 36 92 1 0
20140805 81 24 50 5 0.6 37 137 2 0
20140806 57 31 64 3 0.6 46 106 3 0
20140807 160 62 92 10 1.1 45 225 4 0
20140808 138 64 103 8 1.1 45 202 5 0
20140809 144 80 123 9 1.1 40 208 6 1
20140810 125 32 49 3 0.6 33 187 7 1
20140811 80 24 48 3 0.5 40 136 1 0
20140812 115 25 58 6 0.6 45 177 2 0
20140813 80 26 35 2 0.6 34 136 3 0
20140814 103 29 44 4 0.6 39 163 4 0
20140815 105 35 69 4 0.6 49 166 5 0
20140816 157 55 92 6 0.9 49 222 6 1
20140817 125 53 88 5 0.8 32 187 7 1
20140818 136 57 84 6 0.8 38 200 1 0
20140819 150 84 119 6 1 40 215 2 0
20140820 166 104 146 14 1.1 41 231 3 0
20140821 167 126 169 9 1.1 49 232 4 0
20140822 108 51 80 3 0.8 58 169 5 0
20140823 153 107 137 5 1.1 55 218 6 1
20140824 93 17 38 4 0.4 27 151 7 1
20140825 57 16 42 4 0.4 36 108 1 0
20140826 75 23 66 5 0.5 56 130 2 0
20140827 135 47 107 8 0.7 59 198 3 0
20140828 103 77 119 7 0.9 54 135 4 0
20140829 98 74 82 4 1 35 158 5 0
20140830 170 129 148 4 1.5 58 115 6 1
20140831 86 64 49 2 1 30 137 7 1
20140901 125 95 83 3 1.6 45 95 1 0
20140902 43 20 15 2 0.8 31 85 2 0
20140903 58 15 35 5 0.6 38 110 3 0
20140904 98 40 91 5 0.8 61 158 4 0
20140905 141 86 138 9 1 51 205 5 0
20140906 183 138 161 12 1.4 39 185 6 1
20140907 200 150 182 10 1.3 44 168 7 1
20140908 73 14 30 4 0.3 24 128 1 1
20140909 108 36 83 5 0.6 49 169 2 0
20140910 109 63 111 11 1.1 57 170 3 0
20140911 109 82 124 16 1.4 64 109 4 0
20140912 97 73 54 4 1 51 84 5 0
20140913 92 67 96 7 0.8 49 150 6 1
20140914 66 42 77 3 0.5 48 119 7 1
20140915 48 18 48 5 0.4 36 80 1 0
20140916 70 38 91 5 0.6 66 52 2 0
20140917 70 51 88 4 0.7 61 57 3 0
20140918 84 62 94 4 0.7 59 130 4 0
20140919 111 84 119 7 0.9 60 121 5 0
20140920 158 120 124 5 1.2 53 162 6 1
20140921 131 100 119 15 1.7 46 111 7 1
20140922 123 94 108 11 2 59 93 1 0
20140923 66 48 22 2 1.1 40 19 2 0
20140924 48 34 40 2 0.8 45 78 3 0
20140925 140 107 130 3 1.3 53 59 4 0
20140926 163 124 103 9 1.6 62 50 5 0
20140927 43 30 36 3 0.6 42 81 6 1
20140928 78 56 107 8 1.2 67 46 7 1
20140929 70 51 77 4 0.9 38 65 1 0
20140930 51 24 52 7 0.6 39 41 2 0
20141001 89 66 77 4 1 57 24 3 1
20141002 74 55 51 4 1 46 39 4 1
20141003 118 89 108 4 1.6 52 19 5 1
20141004 100 75 48 2 1.1 39 52 6 1
20141005 42 30 40 2 0.7 30 67 7 1
20141006 50 25 50 3 0.5 47 69 1 1
20141007 185 140 181 12 1.3 86 83 2 1
20141008 309 259 292 10 2.1 102 54 3 0
20141009 381 331 353 6 2.3 92 74 4 0
20141010 350 300 269 13 2.4 85 101 5 0
20141011 240 190 126 7 1.8 61 68 6 0
20141012 28 6 9 3 0.2 22 55 7 1
20141013 31 13 31 4 0.3 34 54 1 0
20141014 69 43 88 8 0.7 61 57 2 0
20141015 75 43 99 4 0.6 44 67 3 0
20141016 72 34 94 8 0.6 55 72 4 0
20141017 123 94 176 11 1.2 104 58 5 0
20141018 202 152 229 17 2 115 115 6 1
20141019 293 243 313 12 2.5 119 58 7 1
20141020 248 198 212 5 1.6 74 56 1 0
20141021 66 34 81 19 1.2 57 30 2 0
20141022 95 71 136 11 1.3 75 9 3 0
20141023 155 118 176 13 1.5 85 24 4 0
20141024 267 217 265 11 2.1 88 69 5 0
20141025 341 291 327 6 2.4 87 79 6 1
20141026 80 59 62 3 0.7 40 63 7 1
20141027 56 25 61 11 0.7 52 40 1 0
20141028 81 60 106 12 1 69 33 2 0
20141029 138 105 161 13 1.3 89 41 3 0
20141030 205 155 194 17 1.7 99 24 4 0
20141031 202 152 180 10 2.1 89 14 5 0
20141101 78 57 86 6 1.1 49 49 6 1
20141102 29 7 25 4 0.3 23 57 7 1
20141103 52 24 54 5 0.7 44 69 1 0
20141104 124 94 134 16 1.4 70 41 2 0
20141105 102 76 98 7 1.2 51 59 3 0
20141106 32 9 20 3 0.3 21 63 4 0
20141107 59 42 68 13 1.2 48 25 5 0
20141108 90 67 85 10 1.4 55 52 6 1
20141109 79 58 78 7 1.1 57 55 7 1
20141110 91 68 87 9 1.3 67 37 1 0
20141111 58 34 67 4 0.7 31 52 2 0
20141112 41 5 41 3 0.2 10 68 3 0
20141113 45 22 45 7 0.7 47 60 4 0
20141114 55 33 60 15 1 57 38 5 0
20141115 122 93 137 31 2 84 8 6 1
20141116 100 75 109 16 1.6 55 51 7 1
20141117 41 22 41 14 0.7 45 51 1 0
20141118 76 55 93 28 1.7 69 16 2 0
20141119 268 218 285 44 3.3 123 6 3 0
20141120 342 292 360 29 3.7 136 8 4 0
20141121 237 187 239 21 2.8 111 27 5 0
20141122 52 31 54 14 0.8 55 37 6 1
20141123 155 118 166 22 2.4 91 9 7 1
20141124 100 75 112 16 1.8 72 35 1 0
20141125 180 136 178 28 2.5 94 15 2 0
20141126 282 232 288 38 3.6 120 6 3 0
20141127 97 73 108 12 1.2 57 41 4 0
20141128 105 79 147 22 1.6 72 26 5 0
20141129 267 217 297 19 3.4 92 6 6 1
20141130 146 89 241 9 1.3 40 55 7 1
20141201 53 10 57 6 0.5 18 53 1 0
20141202 21 12 21 10 0.7 34 38 2 0
20141203 57 8 63 6 0.3 14 58 3 0
20141204 30 7 29 6 0.3 17 60 4 0
20141205 45 25 45 16 0.8 40 49 5 0
20141206 79 58 91 33 1.8 69 30 6 1
20141207 68 49 77 27 1.5 48 50 7 1
20141208 76 55 80 30 1.3 60 37 1 0
20141209 267 217 280 65 4.8 108 9 2 0
20141210 168 127 216 28 2.5 61 59 3 0
20141211 38 20 38 15 0.6 32 56 4 0
20141212 41 11 41 8 0.4 22 51 5 0
20141213 65 42 80 24 1.1 49 33 6 1
20141214 108 82 123 43 2.1 75 25 7 1
20141215 86 64 117 27 1.5 44 58 1 0
20141216 30 7 30 6 0.3 14 54 2 0
20141217 90 67 111 33 1.6 63 52 3 0
20141218 190 143 194 79 3.9 93 9 4 0
20141219 52 31 54 14 1 33 61 5 0
20141220 24 9 17 10 0.5 24 47 6 1
20141221 36 15 36 13 0.6 30 48 7 1
20141222 93 69 114 39 2.1 74 28 1 0
20141223 98 73 110 49 2.4 77 22 2 0
20141224 31 12 31 17 0.5 32 57 3 0
20141225 43 27 43 22 1 53 53 4 0
20141226 150 115 155 58 3 92 15 5 0
20141227 240 190 236 70 4.1 125 9 6 1
20141228 158 121 186 51 2.8 91 45 7 1
20141229 126 96 165 41 2.8 83 42 1 0
20141230 55 24 61 22 1 51 41 2 0
20141231 46 6 46 7 0.3 12 57 3 0
20150101 58 41 67 24 1.1 50 44 4 1
20150102 69 51 80 31 1.3 60 38 5 1
20150103 197 148 193 67 3.2 101 14 6 1
20150104 224 174 225 75 3.7 120 22 7 0
20150105 139 107 156 57 2.9 70 67 1 0
20150106 51 34 51 22 0.8 40 65 2 0
20150107 84 62 89 38 1.8 64 27 3 0
20150108 163 124 151 49 3 92 11 4 0
20150109 98 73 93 32 1.6 61 55 5 0
20150110 195 147 174 55 2.8 94 32 6 1
20150111 53 37 55 18 0.9 47 44 7 1
20150112 153 117 146 43 2.2 72 25 1 0
20150113 206 156 183 54 2.8 92 14 2 0
20150114 264 214 251 54 3.1 100 6 3 0
20150115 378 328 375 34 4.7 111 6 4 0
20150116 146 112 120 9 1.6 42 63 5 0
20150117 81 60 71 30 1.2 57 51 6 1
20150118 92 68 110 30 1.5 52 69 7 1
20150119 62 43 74 25 1.3 59 64 1 0
20150120 111 84 108 44 2 74 23 2 0
20150121 31 19 23 16 0.6 32 62 3 0
20150122 128 98 121 39 2 80 26 4 0
20150123 256 206 233 61 3.6 121 13 5 0
20150124 126 96 145 33 2 70 26 6 1
20150125 178 134 100 16 1.7 61 25 7 1
20150126 134 102 106 11 1.7 43 59 1 0
20150127 28 17 28 14 0.6 29 56 2 0
20150128 52 37 47 21 1 49 41 3 0
20150129 85 63 77 22 1.2 41 61 4 0
20150130 32 12 21 12 0.5 26 63 5 0
20150131 42 30 42 19 0.8 43 49 6 1
20150201 102 77 98 41 1.9 67 27 7 1
20150202 185 139 156 57 2.5 87 15 1 0
20150203 153 117 79 29 1.9 61 69 2 0
20150204 36 10 32 9 0.4 20 71 3 0
20150205 39 27 35 16 0.7 42 70 4 0
20150206 88 65 78 30 1.8 72 45 5 0
20150207 37 13 26 10 0.4 22 73 6 1
20150208 36 24 32 17 0.6 30 71 7 1
20150209 142 109 127 48 1.9 79 40 1 0
20150210 161 123 138 47 2.4 94 50 2 0
20150211 58 41 56 23 1 44 76 3 0
20150212 45 32 42 16 0.8 44 75 4 0
20150213 158 121 131 34 2.1 83 49 5 0
20150214 286 236 239 55 3.2 109 62 6 1
20150215 334 284 308 78 4.4 113 37 7 0
20150216 159 121 156 31 2.3 54 69 1 0
20150217 41 22 41 10 0.5 28 77 2 0
20150218 64 46 57 18 0.7 31 80 3 1
20150219 268 218 248 55 1.5 42 60 4 1
20150220 183 138 29 9 1.4 38 53 5 1
20150221 202 152 172 9 1.6 32 69 6 1
20150222 163 42 277 4 0.4 14 73 7 1
20150223 82 55 114 21 0.8 34 67 1 1
20150224 203 153 213 34 2.1 59 55 2 1
20150225 103 77 110 10 1.1 32 80 3 0
20150226 39 13 26 6 0.4 18 77 4 0
20150227 37 23 37 13 0.7 30 58 5 0
20150228 162 123 126 8 1.3 40 33 6 0
20150301 70 45 90 12 0.9 39 76 7 1
20150302 73 53 82 17 1.4 44 74 1 0
20150303 48 8 48 2 0.3 10 76 2 0
20150304 41 24 41 12 0.6 31 73 3 0
20150305 144 110 129 47 1.6 59 65 4 0
20150306 245 195 217 59 2.1 82 57 5 0
20150307 281 231 246 41 2.4 83 92 6 1
20150308 169 129 148 22 1.4 53 79 7 1
20150309 40 7 28 3 0.3 14 79 1 0
20150310 45 30 45 13 0.8 39 78 2 0
20150311 52 37 52 13 1 46 75 3 0
20150312 83 61 79 21 1.2 60 60 4 0
20150313 86 64 82 21 1.3 60 80 5 0
20150314 127 97 119 40 1.9 83 42 6 1
20150315 135 103 198 26 1.7 73 93 7 1
20150316 257 207 295 33 2 85 67 1 0
20150317 233 183 222 16 1.7 57 102 2 0
20150318 69 47 89 12 0.8 50 82 3 0
20150319 127 81 203 11 1.1 69 72 4 0
20150320 124 44 199 6 0.5 46 98 5 0
20150321 77 19 103 4 0.3 28 87 6 1
20150322 77 20 104 4 0.3 21 87 7 1
20150323 67 34 84 7 0.7 43 89 1 0
20150324 102 77 122 29 1.8 68 88 2 0
20150325 161 123 158 41 1.8 79 107 3 0
20150326 138 105 155 21 1 56 138 4 0
20150327 138 83 115 18 0.8 55 128 5 0
20150328 163 64 277 8 0.5 33 109 6 1
20150329 166 75 282 17 1.1 67 111 7 1
20150330 197 148 338 29 1.4 63 129 1 0
20150331 202 152 191 21 2.3 54 107 2 0
20150401 80 59 78 5 0.7 49 79 3 0
20150402 50 35 19 4 0.7 26 88 4 0
20150403 62 28 40 4 0.6 27 114 5 0
20150404 84 62 75 5 0.6 36 134 6 1
20150405 74 53 99 3 0.5 30 104 7 1
20150406 38 20 32 2 0.3 14 76 1 1
20150407 45 23 39 4 0.3 23 89 2 0
20150408 126 96 123 12 0.8 49 99 3 0
20150409 212 162 190 17 1.2 59 120 4 0
20150410 200 150 186 9 1.1 62 126 5 0
20150411 188 141 77 16 1.7 46 130 6 1
20150412 44 12 26 2 0.3 12 87 7 1
